uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
RJ,PNEUMONIA,DOMICILIO,"30 - 39",M,3
RJ,PNEUMONIA,HOSPITAL,"30 - 39",F,51
RJ,PNEUMONIA,HOSPITAL,"30 - 39",M,105
RJ,PNEUMONIA,IGNORADO,"30 - 39",F,1
RJ,PNEUMONIA,OUTRO,"30 - 39",F,1
RJ,PNEUMONIA,OUTRO,"30 - 39",M,4
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,8
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,14
RJ,PNEUMONIA,VIA_PUBLICA,"30 - 39",F,1
RJ,SEPTICEMIA,HOSPITAL,"30 - 39",F,83
RJ,SEPTICEMIA,HOSPITAL,"30 - 39",M,101
RJ,SEPTICEMIA,IGNORADO,"30 - 39",M,1
RJ,SEPTICEMIA,OUTRO,"30 - 39",M,1
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,8
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,15
RJ,SRAG,HOSPITAL,"30 - 39",F,1
RJ,SRAG,HOSPITAL,"30 - 39",M,1
RN,OUTRAS,DOMICILIO,"30 - 39",F,6
RN,OUTRAS,DOMICILIO,"30 - 39",M,14
RN,OUTRAS,HOSPITAL,"30 - 39",F,30
RN,OUTRAS,HOSPITAL,"30 - 39",M,44
RN,OUTRAS,IGNORADO,"30 - 39",M,1
RN,OUTRAS,OUTRO,"30 - 39",F,1
RN,OUTRAS,OUTRO,"30 - 39",M,2
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,5
RN,OUTRAS,VIA_PUBLICA,"30 - 39",F,1
RN,OUTRAS,VIA_PUBLICA,"30 - 39",M,11
RN,COVID,HOSPITAL,"30 - 39",F,1
RN,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
RN,INDETERMINADA,HOSPITAL,"30 - 39",F,1
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,3
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,1
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,6
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,1
RN,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
RN,PNEUMONIA,DOMICILIO,"30 - 39",F,2
RN,PNEUMONIA,DOMICILIO,"30 - 39",M,2
RN,PNEUMONIA,HOSPITAL,"30 - 39",F,6
RN,PNEUMONIA,HOSPITAL,"30 - 39",M,9
RN,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
RN,SEPTICEMIA,HOSPITAL,"30 - 39",F,10
RN,SEPTICEMIA,HOSPITAL,"30 - 39",M,9
RN,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
RN,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
RO,OUTRAS,DOMICILIO,"30 - 39",F,3
RO,OUTRAS,DOMICILIO,"30 - 39",M,5
RO,OUTRAS,HOSPITAL,"30 - 39",F,7
RO,OUTRAS,HOSPITAL,"30 - 39",M,34
RO,OUTRAS,IGNORADO,"30 - 39",M,1
RO,OUTRAS,OUTRO,"30 - 39",F,1
RO,OUTRAS,OUTRO,"30 - 39",M,8
RO,OUTRAS,VIA_PUBLICA,"30 - 39",F,4
RO,OUTRAS,VIA_PUBLICA,"30 - 39",M,12
RO,INDETERMINADA,IGNORADO,"30 - 39",F,1
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,1
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,3
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,2
RO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,1
RO,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,1
RO,PNEUMONIA,HOSPITAL,"30 - 39",F,6
RO,PNEUMONIA,HOSPITAL,"30 - 39",M,6
RO,SEPTICEMIA,DOMICILIO,"30 - 39",M,1
RO,SEPTICEMIA,HOSPITAL,"30 - 39",F,6
RO,SEPTICEMIA,HOSPITAL,"30 - 39",M,8
RR,OUTRAS,HOSPITAL,"30 - 39",F,9
RR,OUTRAS,HOSPITAL,"30 - 39",M,9
RR,OUTRAS,OUTRO,"30 - 39",M,1
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,1
RR,PNEUMONIA,HOSPITAL,"30 - 39",F,3
RR,PNEUMONIA,HOSPITAL,"30 - 39",M,1
RR,SEPTICEMIA,HOSPITAL,"30 - 39",F,2
RR,SEPTICEMIA,HOSPITAL,"30 - 39",M,1
RS,OUTRAS,DOMICILIO,"30 - 39",F,26
RS,OUTRAS,DOMICILIO,"30 - 39",M,58
RS,OUTRAS,HOSPITAL,"30 - 39",F,119
RS,OUTRAS,HOSPITAL,"30 - 39",M,127
RS,OUTRAS,IGNORADO,"30 - 39",M,1
RS,OUTRAS,OUTRO,"30 - 39",F,3
RS,OUTRAS,OUTRO,"30 - 39",M,17
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,10
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,11
RS,OUTRAS,VIA_PUBLICA,"30 - 39",F,3
RS,OUTRAS,VIA_PUBLICA,"30 - 39",M,15
RS,COVID,HOSPITAL,"30 - 39",F,4
RS,COVID,HOSPITAL,"30 - 39",M,4
RS,INDETERMINADA,DOMICILIO,"30 - 39",M,1
RS,INDETERMINADA,HOSPITAL,"30 - 39",M,1
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,2
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,2
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,13
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,29
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,4
RS,PNEUMONIA,DOMICILIO,"30 - 39",F,1
RS,PNEUMONIA,HOSPITAL,"30 - 39",F,27
RS,PNEUMONIA,HOSPITAL,"30 - 39",M,34
RS,PNEUMONIA,IGNORADO,"30 - 39",F,1
RS,PNEUMONIA,IGNORADO,"30 - 39",M,1
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
RS,SEPTICEMIA,HOSPITAL,"30 - 39",F,42
RS,SEPTICEMIA,HOSPITAL,"30 - 39",M,45
RS,SEPTICEMIA,IGNORADO,"30 - 39",M,2
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,3
RS,SEPTICEMIA,VIA_PUBLICA,"30 - 39",M,1
RS,SRAG,HOSPITAL,"30 - 39",F,1
RS,SRAG,HOSPITAL,"30 - 39",M,2
SC,OUTRAS,DOMICILIO,"30 - 39",F,12
SC,OUTRAS,DOMICILIO,"30 - 39",M,31
SC,OUTRAS,HOSPITAL,"30 - 39",F,81
SC,OUTRAS,HOSPITAL,"30 - 39",M,87
SC,OUTRAS,OUTRO,"30 - 39",F,2
SC,OUTRAS,OUTRO,"30 - 39",M,21
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,4
SC,OUTRAS,VIA_PUBLICA,"30 - 39",F,2
SC,OUTRAS,VIA_PUBLICA,"30 - 39",M,6
SC,COVID,HOSPITAL,"30 - 39",F,1
SC,COVID,HOSPITAL,"30 - 39",M,3
SC,INDETERMINADA,DOMICILIO,"30 - 39",F,1
SC,INDETERMINADA,DOMICILIO,"30 - 39",M,2
SC,INDETERMINADA,HOSPITAL,"30 - 39",M,1
SC,INDETERMINADA,OUTRO,"30 - 39",M,1
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,1
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,1
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,15
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,9
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
SC,PNEUMONIA,DOMICILIO,"30 - 39",M,4
SC,PNEUMONIA,HOSPITAL,"30 - 39",F,19
SC,PNEUMONIA,HOSPITAL,"30 - 39",M,27
SC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,3
SC,SEPTICEMIA,DOMICILIO,"30 - 39",F,1
SC,SEPTICEMIA,HOSPITAL,"30 - 39",F,38
SC,SEPTICEMIA,HOSPITAL,"30 - 39",M,35
SC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
SC,SRAG,HOSPITAL,"30 - 39",M,1
SE,OUTRAS,DOMICILIO,"30 - 39",F,2
SE,OUTRAS,DOMICILIO,"30 - 39",M,6
SE,OUTRAS,HOSPITAL,"30 - 39",F,17
SE,OUTRAS,HOSPITAL,"30 - 39",M,27
SE,OUTRAS,IGNORADO,"30 - 39",F,1
SE,OUTRAS,OUTRO,"30 - 39",M,1
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,6
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,9
SE,OUTRAS,VIA_PUBLICA,"30 - 39",F,2
SE,OUTRAS,VIA_PUBLICA,"30 - 39",M,9
SE,INDETERMINADA,VIA_PUBLICA,"30 - 39",F,1
SE,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,2
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,1
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,5
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,3
SE,PNEUMONIA,HOSPITAL,"30 - 39",F,6
SE,PNEUMONIA,HOSPITAL,"30 - 39",M,13
SE,PNEUMONIA,IGNORADO,"30 - 39",F,1
SE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
SE,SEPTICEMIA,HOSPITAL,"30 - 39",F,6
SE,SEPTICEMIA,HOSPITAL,"30 - 39",M,12
SE,SEPTICEMIA,IGNORADO,"30 - 39",M,2
SP,OUTRAS,DOMICILIO,"30 - 39",F,128
SP,OUTRAS,DOMICILIO,"30 - 39",M,325
SP,OUTRAS,HOSPITAL,"30 - 39",F,533
SP,OUTRAS,HOSPITAL,"30 - 39",M,791
SP,OUTRAS,IGNORADO,"30 - 39",F,2
SP,OUTRAS,IGNORADO,"30 - 39",I,25
SP,OUTRAS,IGNORADO,"30 - 39",M,8
SP,OUTRAS,OUTRO,"30 - 39",F,34
SP,OUTRAS,OUTRO,"30 - 39",M,136
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,60
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,94
SP,OUTRAS,POSTO_SAUDE,"30 - 39",F,2
SP,OUTRAS,POSTO_SAUDE,"30 - 39",M,2
SP,OUTRAS,VIA_PUBLICA,"30 - 39",F,28
SP,OUTRAS,VIA_PUBLICA,"30 - 39",M,216
SP,COVID,DOMICILIO,"30 - 39",F,1
SP,COVID,HOSPITAL,"30 - 39",F,11
SP,COVID,HOSPITAL,"30 - 39",M,6
SP,COVID,OUTRO,"30 - 39",M,1
SP,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
SP,INDETERMINADA,DOMICILIO,"30 - 39",F,3
SP,INDETERMINADA,DOMICILIO,"30 - 39",M,5
SP,INDETERMINADA,HOSPITAL,"30 - 39",F,5
SP,INDETERMINADA,HOSPITAL,"30 - 39",M,12
SP,INDETERMINADA,OUTRO,"30 - 39",M,8
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
SP,INDETERMINADA,VIA_PUBLICA,"30 - 39",F,1
SP,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,2
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,6
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,18
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,82
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,74
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",F,1
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,3
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,5
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,5
SP,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,2
SP,PNEUMONIA,DOMICILIO,"30 - 39",F,8
SP,PNEUMONIA,DOMICILIO,"30 - 39",M,29
SP,PNEUMONIA,HOSPITAL,"30 - 39",F,154
SP,PNEUMONIA,HOSPITAL,"30 - 39",M,290
SP,PNEUMONIA,IGNORADO,"30 - 39",M,1
SP,PNEUMONIA,OUTRO,"30 - 39",F,3
SP,PNEUMONIA,OUTRO,"30 - 39",M,7
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,8
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,23
SP,PNEUMONIA,VIA_PUBLICA,"30 - 39",M,1
SP,SEPTICEMIA,DOMICILIO,"30 - 39",F,2
SP,SEPTICEMIA,DOMICILIO,"30 - 39",M,4
SP,SEPTICEMIA,HOSPITAL,"30 - 39",F,160
SP,SEPTICEMIA,HOSPITAL,"30 - 39",M,245
SP,SEPTICEMIA,IGNORADO,"30 - 39",M,1
SP,SEPTICEMIA,OUTRO,"30 - 39",F,1
SP,SEPTICEMIA,OUTRO,"30 - 39",M,1
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,3
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,4
SP,SEPTICEMIA,VIA_PUBLICA,"30 - 39",M,1
SP,SRAG,HOSPITAL,"30 - 39",F,6
SP,SRAG,HOSPITAL,"30 - 39",M,6
TO,OUTRAS,DOMICILIO,"30 - 39",F,1
TO,OUTRAS,DOMICILIO,"30 - 39",M,8
TO,OUTRAS,HOSPITAL,"30 - 39",F,15
TO,OUTRAS,HOSPITAL,"30 - 39",M,12
TO,OUTRAS,IGNORADO,"30 - 39",M,1
TO,OUTRAS,OUTRO,"30 - 39",M,4
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
TO,OUTRAS,VIA_PUBLICA,"30 - 39",M,4
TO,COVID,HOSPITAL,"30 - 39",M,1
TO,INDETERMINADA,HOSPITAL,"30 - 39",M,1
TO,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,1
TO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,1
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,1
TO,PNEUMONIA,DOMICILIO,"30 - 39",F,1
TO,PNEUMONIA,HOSPITAL,"30 - 39",F,5
TO,PNEUMONIA,HOSPITAL,"30 - 39",M,4
TO,SEPTICEMIA,HOSPITAL,"30 - 39",F,3
TO,SEPTICEMIA,HOSPITAL,"30 - 39",M,4
TO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
TO,SRAG,HOSPITAL,"30 - 39",M,1
AC,OUTRAS,DOMICILIO,"40 - 49",F,3
AC,OUTRAS,DOMICILIO,"40 - 49",M,13
AC,OUTRAS,HOSPITAL,"40 - 49",F,11
AC,OUTRAS,HOSPITAL,"40 - 49",M,22
AC,OUTRAS,OUTRO,"40 - 49",F,2
AC,OUTRAS,OUTRO,"40 - 49",M,5
AC,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
AC,OUTRAS,VIA_PUBLICA,"40 - 49",M,6
AC,COVID,DOMICILIO,"40 - 49",M,1
AC,INDETERMINADA,DOMICILIO,"40 - 49",M,1
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,4
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,3
AC,PNEUMONIA,HOSPITAL,"40 - 49",F,9
AC,PNEUMONIA,HOSPITAL,"40 - 49",M,10
AC,SEPTICEMIA,HOSPITAL,"40 - 49",F,8
AC,SEPTICEMIA,HOSPITAL,"40 - 49",M,9
AL,OUTRAS,DOMICILIO,"40 - 49",F,23
AL,OUTRAS,DOMICILIO,"40 - 49",M,44
AL,OUTRAS,HOSPITAL,"40 - 49",F,71
AL,OUTRAS,HOSPITAL,"40 - 49",M,89
AL,OUTRAS,IGNORADO,"40 - 49",F,1
AL,OUTRAS,IGNORADO,"40 - 49",M,3
AL,OUTRAS,OUTRO,"40 - 49",F,2
AL,OUTRAS,OUTRO,"40 - 49",M,10
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,8
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,12
AL,OUTRAS,VIA_PUBLICA,"40 - 49",F,1
AL,OUTRAS,VIA_PUBLICA,"40 - 49",M,32
AL,COVID,HOSPITAL,"40 - 49",F,1
AL,INDETERMINADA,DOMICILIO,"40 - 49",F,1
AL,INDETERMINADA,DOMICILIO,"40 - 49",M,2
AL,INDETERMINADA,HOSPITAL,"40 - 49",M,2
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,6
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,7
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,11
AL,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",F,1
AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,4
AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,5
AL,PNEUMONIA,DOMICILIO,"40 - 49",F,2
AL,PNEUMONIA,HOSPITAL,"40 - 49",F,23
AL,PNEUMONIA,HOSPITAL,"40 - 49",M,25
AL,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,2
AL,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
AL,SEPTICEMIA,DOMICILIO,"40 - 49",F,1
AL,SEPTICEMIA,DOMICILIO,"40 - 49",M,3
AL,SEPTICEMIA,HOSPITAL,"40 - 49",F,40
AL,SEPTICEMIA,HOSPITAL,"40 - 49",M,31
AL,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,2
AL,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
AL,SRAG,HOSPITAL,"40 - 49",F,1
AL,SRAG,HOSPITAL,"40 - 49",M,1
AM,OUTRAS,DOMICILIO,"40 - 49",F,21
AM,OUTRAS,DOMICILIO,"40 - 49",M,35
AM,OUTRAS,HOSPITAL,"40 - 49",F,82
AM,OUTRAS,HOSPITAL,"40 - 49",M,82
AM,OUTRAS,OUTRO,"40 - 49",F,4
AM,OUTRAS,OUTRO,"40 - 49",M,18
AM,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,3
AM,OUTRAS,VIA_PUBLICA,"40 - 49",F,2
AM,OUTRAS,VIA_PUBLICA,"40 - 49",M,14
AM,COVID,HOSPITAL,"40 - 49",F,1
AM,COVID,HOSPITAL,"40 - 49",M,2
AM,INDETERMINADA,DOMICILIO,"40 - 49",M,2
AM,INDETERMINADA,OUTRO,"40 - 49",M,1
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",I,1
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,2
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,15
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,14
AM,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",M,1
AM,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
AM,PNEUMONIA,HOSPITAL,"40 - 49",F,19
AM,PNEUMONIA,HOSPITAL,"40 - 49",M,19
AM,PNEUMONIA,OUTRO,"40 - 49",F,1
AM,PNEUMONIA,OUTRO,"40 - 49",M,1
AM,SEPTICEMIA,DOMICILIO,"40 - 49",M,1
AM,SEPTICEMIA,HOSPITAL,"40 - 49",F,19
AM,SEPTICEMIA,HOSPITAL,"40 - 49",M,39
AM,SRAG,HOSPITAL,"40 - 49",F,1
AM,SRAG,HOSPITAL,"40 - 49",M,1
AP,OUTRAS,DOMICILIO,"40 - 49",F,7
AP,OUTRAS,DOMICILIO,"40 - 49",M,3
AP,OUTRAS,HOSPITAL,"40 - 49",F,11
AP,OUTRAS,HOSPITAL,"40 - 49",M,16
AP,OUTRAS,OUTRO,"40 - 49",M,1
AP,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
AP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,1
AP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,1
AP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,5
AP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,3
AP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",F,1
AP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
AP,PNEUMONIA,HOSPITAL,"40 - 49",F,6
AP,PNEUMONIA,HOSPITAL,"40 - 49",M,9
AP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
AP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
AP,SEPTICEMIA,DOMICILIO,"40 - 49",F,1
AP,SEPTICEMIA,HOSPITAL,"40 - 49",F,13
AP,SEPTICEMIA,HOSPITAL,"40 - 49",M,6
BA,OUTRAS,DOMICILIO,"40 - 49",F,105
BA,OUTRAS,DOMICILIO,"40 - 49",M,235
BA,OUTRAS,HOSPITAL,"40 - 49",F,287
BA,OUTRAS,HOSPITAL,"40 - 49",M,350
BA,OUTRAS,IGNORADO,"40 - 49",F,1
BA,OUTRAS,IGNORADO,"40 - 49",M,6
BA,OUTRAS,OUTRO,"40 - 49",F,13
BA,OUTRAS,OUTRO,"40 - 49",M,43
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,50
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,52
BA,OUTRAS,VIA_PUBLICA,"40 - 49",F,10
BA,OUTRAS,VIA_PUBLICA,"40 - 49",M,41
BA,COVID,HOSPITAL,"40 - 49",M,4
BA,INDETERMINADA,DOMICILIO,"40 - 49",F,1
BA,INDETERMINADA,DOMICILIO,"40 - 49",M,4
BA,INDETERMINADA,HOSPITAL,"40 - 49",M,1
BA,INDETERMINADA,OUTRO,"40 - 49",M,1
BA,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
BA,INDETERMINADA,VIA_PUBLICA,"40 - 49",M,1
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,6
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,11
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,58
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,60
BA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"40 - 49",F,1
BA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"40 - 49",M,1
BA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",F,3
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,2
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,10
BA,PNEUMONIA,DOMICILIO,"40 - 49",F,2
BA,PNEUMONIA,DOMICILIO,"40 - 49",M,4
BA,PNEUMONIA,HOSPITAL,"40 - 49",F,50
BA,PNEUMONIA,HOSPITAL,"40 - 49",M,89
BA,PNEUMONIA,OUTRO,"40 - 49",M,1
BA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,4
BA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,2
BA,PNEUMONIA,VIA_PUBLICA,"40 - 49",M,1
BA,SEPTICEMIA,DOMICILIO,"40 - 49",M,4
BA,SEPTICEMIA,HOSPITAL,"40 - 49",F,120
BA,SEPTICEMIA,HOSPITAL,"40 - 49",I,1
BA,SEPTICEMIA,HOSPITAL,"40 - 49",M,126
BA,SEPTICEMIA,IGNORADO,"40 - 49",M,2
BA,SEPTICEMIA,OUTRO,"40 - 49",F,1
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,7
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,12
BA,SRAG,HOSPITAL,"40 - 49",F,3
BA,SRAG,HOSPITAL,"40 - 49",M,4
CE,OUTRAS,AMBULANCIA,"40 - 49",F,1
CE,OUTRAS,DOMICILIO,"40 - 49",F,48
CE,OUTRAS,DOMICILIO,"40 - 49",M,120
CE,OUTRAS,HOSPITAL,"40 - 49",F,119
CE,OUTRAS,HOSPITAL,"40 - 49",M,208
CE,OUTRAS,IGNORADO,"40 - 49",F,2
CE,OUTRAS,IGNORADO,"40 - 49",M,13
CE,OUTRAS,OUTRO,"40 - 49",F,8
CE,OUTRAS,OUTRO,"40 - 49",M,45
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,10
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,26
CE,OUTRAS,VIA_PUBLICA,"40 - 49",F,3
CE,OUTRAS,VIA_PUBLICA,"40 - 49",M,46
CE,COVID,HOSPITAL,"40 - 49",M,2
CE,COVID,OUTRO,"40 - 49",M,1
CE,INDETERMINADA,DOMICILIO,"40 - 49",M,3
CE,INDETERMINADA,HOSPITAL,"40 - 49",F,1
CE,INDETERMINADA,HOSPITAL,"40 - 49",M,2
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,8
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,9
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,36
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,36
CE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"40 - 49",M,1
